,source,target,count
493,chr10_114745000_114750000,chr10_114830000_114835000,18
494,chr10_114745000_114750000,chr10_114850000_114855000,16
495,chr10_114750000_114755000,chr10_114805000_114810000,13
496,chr10_114750000_114755000,chr10_114830000_114835000,13
497,chr10_114750000_114755000,chr10_114850000_114855000,15
498,chr10_114830000_114835000,chr10_114850000_114855000,3850
499,chr10_115460000_115465000,chr10_115590000_115595000,10
500,chr10_115460000_115465000,chr10_115860000_115865000,10
501,chr10_11550000_11555000,chr10_11800000_11805000,13
502,chr10_11555000_11560000,chr10_11725000_11730000,1113
503,chr10_11555000_11560000,chr10_11765000_11770000,12
504,chr10_11555000_11560000,chr10_11795000_11800000,10
505,chr10_11555000_11560000,chr10_11800000_11805000,1811
506,chr10_115715000_115720000,chr10_115785000_115790000,23
507,chr10_11575000_11580000,chr10_11725000_11730000,14
508,chr10_115785000_115790000,chr10_115825000_115830000,18
509,chr10_11580000_11585000,chr10_11650000_11655000,14
510,chr10_11585000_11590000,chr10_11645000_11650000,16
511,chr10_11585000_11590000,chr10_11650000_11655000,15
512,chr10_11585000_11590000,chr10_11725000_11730000,14
513,chr10_11590000_11595000,chr10_11645000_11650000,2224
514,chr10_11590000_11595000,chr10_11650000_11655000,2127
515,chr10_11590000_11595000,chr10_11725000_11730000,25
516,chr10_11590000_11595000,chr10_11795000_11800000,11
517,chr10_115910000_115915000,chr10_116030000_116035000,14
518,chr10_11595000_11600000,chr10_11650000_11655000,17
519,chr10_11595000_11600000,chr10_11725000_11730000,12
520,chr10_116005000_116010000,chr10_116030000_116035000,34
521,chr10_116005000_116010000,chr10_116275000_116280000,12
522,chr10_116060000_116065000,chr10_116160000_116165000,16
523,chr10_116060000_116065000,chr10_116195000_116200000,14
524,chr10_116065000_116070000,chr10_116150000_116155000,14
525,chr10_116065000_116070000,chr10_116160000_116165000,2028
526,chr10_116065000_116070000,chr10_116165000_116170000,14
527,chr10_116065000_116070000,chr10_116195000_116200000,12
528,chr10_116070000_116075000,chr10_116160000_116165000,1316
529,chr10_116075000_116080000,chr10_116150000_116155000,15
530,chr10_116075000_116080000,chr10_116275000_116280000,12
531,chr10_116080000_116085000,chr10_116275000_116280000,11
532,chr10_116085000_116090000,chr10_116160000_116165000,14
533,chr10_116095000_116100000,chr10_116160000_116165000,16
534,chr10_116230000_116235000,chr10_116285000_116290000,16
535,chr10_116230000_116235000,chr10_116305000_116310000,12
536,chr10_116245000_116250000,chr10_116305000_116310000,11
537,chr10_116255000_116260000,chr10_116275000_116280000,2232
538,chr10_116260000_116265000,chr10_116285000_116290000,1931
539,chr10_116275000_116280000,chr10_116305000_116310000,23
540,chr10_116275000_116280000,chr10_116540000_116545000,13
541,chr10_116305000_116310000,chr10_116455000_116460000,11
542,chr10_116305000_116310000,chr10_116540000_116545000,1214
543,chr10_116470000_116475000,chr10_116535000_116540000,15
544,chr10_11650000_11655000,chr10_11800000_11805000,12
545,chr10_116640000_116645000,chr10_116675000_116680000,29
546,chr10_116640000_116645000,chr10_116695000_116700000,16
547,chr10_116675000_116680000,chr10_116695000_116700000,37
548,chr10_11825000_11830000,chr10_12025000_12030000,12
549,chr10_11830000_11835000,chr10_11860000_11865000,17
550,chr10_11830000_11835000,chr10_12000000_12005000,11
551,chr10_11830000_11835000,chr10_12025000_12030000,10
552,chr10_11835000_11840000,chr10_11920000_11925000,18
553,chr10_118620000_118625000,chr10_118645000_118650000,17
554,chr10_11870000_11875000,chr10_11910000_11915000,18
555,chr10_11870000_11875000,chr10_11920000_11925000,20
556,chr10_119125000_119130000,chr10_119200000_119205000,17
557,chr10_119130000_119135000,chr10_119170000_119175000,19
558,chr10_119130000_119135000,chr10_119200000_119205000,16
559,chr10_120215000_120220000,chr10_120300000_120305000,10
560,chr10_120230000_120235000,chr10_120300000_120305000,13
561,chr10_120260000_120265000,chr10_120280000_120285000,60
562,chr10_120260000_120265000,chr10_120300000_120305000,26
563,chr10_120595000_120600000,chr10_120700000_120705000,12
564,chr10_12060000_12065000,chr10_12080000_12085000,20
565,chr10_12080000_12085000,chr10_12110000_12115000,2320
566,chr10_120835000_120840000,chr10_120860000_120865000,1939
567,chr10_120840000_120845000,chr10_120860000_120865000,3041
568,chr10_120955000_120960000,chr10_121005000_121010000,18
569,chr10_120955000_120960000,chr10_121075000_121080000,16
570,chr10_120955000_120960000,chr10_121175000_121180000,1312
571,chr10_120955000_120960000,chr10_121180000_121185000,12
572,chr10_120955000_120960000,chr10_121200000_121205000,9
573,chr10_120970000_120975000,chr10_121000000_121005000,17
574,chr10_121005000_121010000,chr10_121060000_121065000,14
575,chr10_121005000_121010000,chr10_121075000_121080000,1521
576,chr10_121300000_121305000,chr10_121440000_121445000,14
577,chr10_121350000_121355000,chr10_121440000_121445000,15
578,chr10_121360000_121365000,chr10_121440000_121445000,19
579,chr10_121365000_121370000,chr10_121410000_121415000,14
580,chr10_121410000_121415000,chr10_121430000_121435000,31
581,chr10_121410000_121415000,chr10_121435000_121440000,2152
582,chr10_121410000_121415000,chr10_121440000_121445000,4983
583,chr10_121410000_121415000,chr10_121445000_121450000,30
584,chr10_121410000_121415000,chr10_121490000_121495000,17
585,chr10_121415000_121420000,chr10_121440000_121445000,1939
586,chr10_121420000_121425000,chr10_121440000_121445000,2540
587,chr10_121440000_121445000,chr10_121485000_121490000,2621
588,chr10_121440000_121445000,chr10_121490000_121495000,1734
589,chr10_121440000_121445000,chr10_121495000_121500000,1832
590,chr10_121440000_121445000,chr10_121505000_121510000,15
591,chr10_121440000_121445000,chr10_121530000_121535000,13
592,chr10_121440000_121445000,chr10_121595000_121600000,14
593,chr10_121440000_121445000,chr10_121615000_121620000,14
594,chr10_121440000_121445000,chr10_121620000_121625000,16
595,chr10_121445000_121450000,chr10_121480000_121485000,1717
596,chr10_121445000_121450000,chr10_121490000_121495000,1823
597,chr10_121445000_121450000,chr10_121495000_121500000,33
598,chr10_121495000_121500000,chr10_121610000_121615000,12
599,chr10_121515000_121520000,chr10_121580000_121585000,10
600,chr10_12260000_12265000,chr10_12750000_12755000,13
601,chr10_12270000_12275000,chr10_12745000_12750000,10
602,chr10_122705000_122710000,chr10_122915000_122920000,13
603,chr10_122710000_122715000,chr10_122835000_122840000,13
604,chr10_122715000_122720000,chr10_122825000_122830000,12
605,chr10_122720000_122725000,chr10_122825000_122830000,14
606,chr10_122725000_122730000,chr10_122825000_122830000,1722
607,chr10_122725000_122730000,chr10_122835000_122840000,1723
608,chr10_122725000_122730000,chr10_122840000_122845000,14
609,chr10_122725000_122730000,chr10_122915000_122920000,16
610,chr10_122725000_122730000,chr10_122920000_122925000,22
611,chr10_122725000_122730000,chr10_123085000_123090000,10
612,chr10_12280000_12285000,chr10_12740000_12745000,12
613,chr10_12280000_12285000,chr10_12745000_12750000,16
614,chr10_12280000_12285000,chr10_12750000_12755000,1420
615,chr10_12280000_12285000,chr10_12760000_12765000,1614
616,chr10_12280000_12285000,chr10_13140000_13145000,11
617,chr10_122825000_122830000,chr10_122910000_122915000,1516
618,chr10_122825000_122830000,chr10_122915000_122920000,2826
619,chr10_122825000_122830000,chr10_122920000_122925000,2919
620,chr10_122825000_122830000,chr10_123350000_123355000,10
621,chr10_122830000_122835000,chr10_122920000_122925000,15
622,chr10_122835000_122840000,chr10_122870000_122875000,35
623,chr10_122835000_122840000,chr10_122910000_122915000,15
624,chr10_122835000_122840000,chr10_122915000_122920000,3937
625,chr10_122835000_122840000,chr10_122920000_122925000,2741
626,chr10_122835000_122840000,chr10_122925000_122930000,27
627,chr10_122835000_122840000,chr10_123070000_123075000,11
628,chr10_122835000_122840000,chr10_123085000_123090000,11
629,chr10_122845000_122850000,chr10_122915000_122920000,19
630,chr10_122870000_122875000,chr10_122915000_122920000,2423
631,chr10_122915000_122920000,chr10_123070000_123075000,13
632,chr10_122915000_122920000,chr10_123075000_123080000,10
633,chr10_122915000_122920000,chr10_123080000_123085000,15
634,chr10_122915000_122920000,chr10_123085000_123090000,12
635,chr10_122915000_122920000,chr10_123090000_123095000,13
636,chr10_122920000_122925000,chr10_123000000_123005000,18
637,chr10_122920000_122925000,chr10_123070000_123075000,16
638,chr10_122920000_122925000,chr10_123085000_123090000,14
639,chr10_122920000_122925000,chr10_123090000_123095000,12
640,chr10_122925000_122930000,chr10_123080000_123085000,14
641,chr10_12300000_12305000,chr10_12745000_12750000,11
642,chr10_12300000_12305000,chr10_12750000_12755000,1022
643,chr10_12305000_12310000,chr10_12375000_12380000,19
644,chr10_12305000_12310000,chr10_12745000_12750000,10
645,chr10_12305000_12310000,chr10_12750000_12755000,1121
646,chr10_12310000_12315000,chr10_12375000_12380000,16
647,chr10_12310000_12315000,chr10_12740000_12745000,9
648,chr10_12310000_12315000,chr10_12750000_12755000,15
649,chr10_12310000_12315000,chr10_12760000_12765000,10
650,chr10_123285000_123290000,chr10_123335000_123340000,19
651,chr10_12375000_12380000,chr10_12740000_12745000,12
652,chr10_12375000_12380000,chr10_12745000_12750000,12
653,chr10_12375000_12380000,chr10_12760000_12765000,10
654,chr10_123810000_123815000,chr10_123865000_123870000,12
655,chr10_123810000_123815000,chr10_123870000_123875000,1627
656,chr10_123815000_123820000,chr10_123850000_123855000,23
657,chr10_123815000_123820000,chr10_123870000_123875000,17
658,chr10_123820000_123825000,chr10_123840000_123845000,3839
659,chr10_123820000_123825000,chr10_123845000_123850000,3442
660,chr10_123820000_123825000,chr10_123850000_123855000,25
661,chr10_123820000_123825000,chr10_123860000_123865000,19
662,chr10_123820000_123825000,chr10_123870000_123875000,2231
663,chr10_123820000_123825000,chr10_123875000_123880000,18
664,chr10_123820000_123825000,chr10_123885000_123890000,2217
665,chr10_123820000_123825000,chr10_123890000_123895000,2120
666,chr10_123820000_123825000,chr10_123895000_123900000,16
667,chr10_123820000_123825000,chr10_123900000_123905000,16
668,chr10_12390000_12395000,chr10_12750000_12755000,11
669,chr10_124055000_124060000,chr10_124160000_124165000,10
670,chr10_124055000_124060000,chr10_124190000_124195000,10
671,chr10_124065000_124070000,chr10_124085000_124090000,34
672,chr10_124065000_124070000,chr10_124100000_124105000,18
673,chr10_124065000_124070000,chr10_124105000_124110000,19
674,chr10_124065000_124070000,chr10_124125000_124130000,16
675,chr10_124065000_124070000,chr10_124135000_124140000,17
676,chr10_124155000_124160000,chr10_124190000_124195000,13
677,chr10_12460000_12465000,chr10_12490000_12495000,16
678,chr10_12460000_12465000,chr10_12745000_12750000,12
679,chr10_12460000_12465000,chr10_12760000_12765000,11
680,chr10_124610000_124615000,chr10_124635000_124640000,18
681,chr10_125750000_125755000,chr10_125850000_125855000,12
682,chr10_125750000_125755000,chr10_126075000_126080000,1715
683,chr10_125750000_125755000,chr10_126080000_126085000,14
684,chr10_125755000_125760000,chr10_125800000_125805000,20
685,chr10_125755000_125760000,chr10_125805000_125810000,16
686,chr10_125755000_125760000,chr10_125810000_125815000,1518
687,chr10_125755000_125760000,chr10_125820000_125825000,22
688,chr10_125755000_125760000,chr10_125825000_125830000,1330
689,chr10_125755000_125760000,chr10_125835000_125840000,14
690,chr10_125755000_125760000,chr10_125840000_125845000,14
691,chr10_125755000_125760000,chr10_125845000_125850000,1724
692,chr10_125755000_125760000,chr10_125850000_125855000,1517
693,chr10_125755000_125760000,chr10_125855000_125860000,16
694,chr10_125755000_125760000,chr10_126065000_126070000,11
695,chr10_125755000_125760000,chr10_126070000_126075000,16
696,chr10_125755000_125760000,chr10_126075000_126080000,1031
697,chr10_125755000_125760000,chr10_126080000_126085000,15
698,chr10_125810000_125815000,chr10_125845000_125850000,18
699,chr10_125820000_125825000,chr10_125845000_125850000,33
700,chr10_126105000_126110000,chr10_126125000_126130000,28
701,chr10_126310000_126315000,chr10_126425000_126430000,14
702,chr10_126315000_126320000,chr10_126425000_126430000,1422
703,chr10_126330000_126335000,chr10_126415000_126420000,11
704,chr10_126340000_126345000,chr10_126425000_126430000,13
705,chr10_126365000_126370000,chr10_126425000_126430000,21
706,chr10_126375000_126380000,chr10_126425000_126430000,14
707,chr10_126380000_126385000,chr10_126425000_126430000,18
708,chr10_126385000_126390000,chr10_126425000_126430000,1719
709,chr10_126395000_126400000,chr10_126425000_126430000,2628
710,chr10_126400000_126405000,chr10_126425000_126430000,24
711,chr10_126405000_126410000,chr10_126425000_126430000,3643
712,chr10_126600000_126605000,chr10_126630000_126635000,17
713,chr10_126695000_126700000,chr10_126715000_126720000,4473
714,chr10_126695000_126700000,chr10_126720000_126725000,3755
715,chr10_126695000_126700000,chr10_126725000_126730000,27
716,chr10_126695000_126700000,chr10_126730000_126735000,2548
717,chr10_126695000_126700000,chr10_126735000_126740000,23
718,chr10_126695000_126700000,chr10_126745000_126750000,1924
719,chr10_126695000_126700000,chr10_126750000_126755000,21
720,chr10_126715000_126720000,chr10_126805000_126810000,14
721,chr10_126720000_126725000,chr10_126750000_126755000,16
722,chr10_126730000_126735000,chr10_126835000_126840000,15
723,chr10_126735000_126740000,chr10_126840000_126845000,15
724,chr10_126750000_126755000,chr10_126770000_126775000,31
725,chr10_126750000_126755000,chr10_126805000_126810000,18
726,chr10_126750000_126755000,chr10_126815000_126820000,18
727,chr10_126770000_126775000,chr10_126810000_126815000,17
728,chr10_126770000_126775000,chr10_126815000_126820000,23
729,chr10_126775000_126780000,chr10_126805000_126810000,20
730,chr10_126775000_126780000,chr10_126815000_126820000,21
731,chr10_126785000_126790000,chr10_126805000_126810000,23
732,chr10_126810000_126815000,chr10_126840000_126845000,22
733,chr10_126815000_126820000,chr10_126835000_126840000,41
734,chr10_126815000_126820000,chr10_126845000_126850000,20
735,chr10_126920000_126925000,chr10_126950000_126955000,33
736,chr10_127165000_127170000,chr10_127270000_127275000,17
737,chr10_127555000_127560000,chr10_127660000_127665000,13
738,chr10_127565000_127570000,chr10_127660000_127665000,15
739,chr10_12760000_12765000,chr10_12970000_12975000,11
740,chr10_12760000_12765000,chr10_12975000_12980000,14
741,chr10_129700000_129705000,chr10_129790000_129795000,12
742,chr10_129700000_129705000,chr10_129810000_129815000,13
743,chr10_129740000_129745000,chr10_129785000_129790000,15
744,chr10_129830000_129835000,chr10_129865000_129870000,13
745,chr10_129845000_129850000,chr10_129865000_129870000,30
746,chr10_131425000_131430000,chr10_131470000_131475000,10
747,chr10_131905000_131910000,chr10_131930000_131935000,1725
748,chr10_131905000_131910000,chr10_131935000_131940000,2544
749,chr10_131910000_131915000,chr10_131930000_131935000,16
750,chr10_131910000_131915000,chr10_131935000_131940000,18
751,chr10_131935000_131940000,chr10_131975000_131980000,16
752,chr10_131940000_131945000,chr10_131965000_131970000,13
753,chr10_133730000_133735000,chr10_133760000_133765000,14
754,chr10_134140000_134145000,chr10_134260000_134265000,12
755,chr10_134145000_134150000,chr10_134260000_134265000,11
756,chr10_134190000_134195000,chr10_134260000_134265000,13
757,chr10_134195000_134200000,chr10_134260000_134265000,13
758,chr10_134200000_134205000,chr10_134260000_134265000,1211
759,chr10_134200000_134205000,chr10_134265000_134270000,10
760,chr10_134205000_134210000,chr10_134260000_134265000,1311
